ScoreMargin,Bot_v_Bot,Winner,WinScore,LoseScore
36,Human vs Advanced,Human,46,10
44,Human vs Advanced,Human,52,8
43,Human vs Advanced,Human,52,9
37,Human vs Advanced,Human,44,7
42,Human vs Advanced,Human,47,5
37,Human vs Advanced,Human,47,10
43,Human vs Advanced,Human,46,3
40,Human vs Advanced,Human,46,6
48,Human vs Advanced,Human,52,4
32,Human vs Advanced,Human,45,13
41,Human vs Advanced,Human,46,5
52,Human vs Advanced,Human,54,2
51,Human vs Advanced,Human,53,2
46,Human vs Advanced,Human,47,1
46,Human vs Advanced,Human,50,4
37,Human vs Advanced,Human,45,8
46,Human vs Advanced,Human,49,3
36,Human vs Advanced,Human,43,7
28,Human vs Advanced,Human,44,16
38,Human vs Advanced,Human,46,8
47,Human vs Advanced,Human,50,3
42,Human vs Advanced,Human,51,9
34,Human vs Advanced,Human,52,18
32,Human vs Advanced,Human,40,8
33,Human vs Advanced,Human,41,8
48,Human vs Advanced,Human,52,4
37,Human vs Advanced,Human,47,10
22,Human vs Advanced,Human,38,16
46,Human vs Advanced,Human,48,2
48,Human vs Advanced,Human,51,3
37,Human vs Advanced,Human,43,6
26,Human vs Advanced,Human,44,18
28,Human vs Advanced,Human,39,11
30,Human vs Advanced,Human,38,8
45,Human vs Advanced,Human,54,9
26,Human vs Advanced,Human,45,19
51,Human vs Advanced,Human,57,6
47,Human vs Advanced,Human,51,4
31,Human vs Advanced,Human,37,6
46,Human vs Advanced,Human,48,2
44,Human vs Advanced,Human,49,5
45,Human vs Advanced,Human,51,6
43,Human vs Advanced,Human,45,2
30,Human vs Advanced,Human,45,15
53,Human vs Advanced,Human,55,2
36,Human vs Advanced,Human,47,11
49,Human vs Advanced,Human,49,0
40,Human vs Advanced,Human,50,10
35,Human vs Advanced,Human,42,7
44,Human vs Advanced,Human,51,7
31,Human vs Advanced,Human,42,11
41,Human vs Advanced,Human,48,7
40,Human vs Advanced,Human,51,11
49,Human vs Advanced,Human,54,5
36,Human vs Advanced,Human,51,15
38,Human vs Advanced,Human,49,11
29,Human vs Advanced,Human,40,11
32,Human vs Advanced,Human,41,9
44,Human vs Advanced,Human,49,5
44,Human vs Advanced,Human,49,5
42,Human vs Advanced,Human,46,4
45,Human vs Advanced,Human,45,0
44,Human vs Advanced,Human,47,3
38,Human vs Advanced,Human,47,9
40,Human vs Advanced,Human,50,10
40,Human vs Advanced,Human,46,6
43,Human vs Advanced,Human,50,7
38,Human vs Advanced,Human,46,8
38,Human vs Advanced,Human,46,8
55,Human vs Advanced,Human,57,2
39,Human vs Advanced,Human,47,8
37,Human vs Advanced,Human,39,2
40,Human vs Advanced,Human,44,4
44,Human vs Advanced,Human,50,6
46,Human vs Advanced,Human,48,2
45,Human vs Advanced,Human,50,5
43,Human vs Advanced,Human,48,5
42,Human vs Advanced,Human,48,6
43,Human vs Advanced,Human,49,6
43,Human vs Advanced,Human,48,5
45,Human vs Advanced,Human,49,4
38,Human vs Advanced,Human,46,8
38,Human vs Advanced,Human,48,10
46,Human vs Advanced,Human,50,4
37,Human vs Advanced,Human,44,7
36,Human vs Advanced,Human,42,6
42,Human vs Advanced,Human,47,5
47,Human vs Advanced,Human,47,0
38,Human vs Advanced,Human,45,7
64,Human vs Advanced,Human,65,1
45,Human vs Advanced,Human,51,6
40,Human vs Advanced,Human,47,7
46,Human vs Advanced,Human,50,4
33,Human vs Advanced,Human,47,14
48,Human vs Advanced,Human,54,6
34,Human vs Advanced,Human,41,7
39,Human vs Advanced,Human,50,11
38,Human vs Advanced,Human,43,5
37,Human vs Advanced,Human,50,13
42,Human vs Advanced,Human,50,8
35,Human vs Advanced,Human,44,9
46,Human vs Advanced,Human,48,2
55,Human vs Advanced,Human,57,2
24,Human vs Advanced,Human,40,16
41,Human vs Advanced,Human,52,11
36,Human vs Advanced,Human,46,10
36,Human vs Advanced,Human,47,11
44,Human vs Advanced,Human,49,5
26,Human vs Advanced,Human,44,18
46,Human vs Advanced,Human,50,4
31,Human vs Advanced,Human,45,14
50,Human vs Advanced,Human,52,2
41,Human vs Advanced,Human,54,13
43,Human vs Advanced,Human,49,6
24,Human vs Advanced,Human,37,13
42,Human vs Advanced,Human,46,4
39,Human vs Advanced,Human,48,9
43,Human vs Advanced,Human,47,4
48,Human vs Advanced,Human,51,3
53,Human vs Advanced,Human,57,4
48,Human vs Advanced,Human,53,5
46,Human vs Advanced,Human,48,2
46,Human vs Advanced,Human,52,6
46,Human vs Advanced,Human,50,4
38,Human vs Advanced,Human,44,6
36,Human vs Advanced,Human,52,16
31,Human vs Advanced,Human,44,13
42,Human vs Advanced,Human,45,3
40,Human vs Advanced,Human,51,11
37,Human vs Advanced,Human,47,10
33,Human vs Advanced,Human,43,10
42,Human vs Advanced,Human,48,6
39,Human vs Advanced,Human,53,14
45,Human vs Advanced,Human,50,5
46,Human vs Advanced,Human,49,3
46,Human vs Advanced,Human,54,8
23,Human vs Advanced,Human,37,14
34,Human vs Advanced,Human,44,10
31,Human vs Advanced,Human,40,9
32,Human vs Advanced,Human,51,19
33,Human vs Advanced,Human,43,10
36,Human vs Advanced,Human,46,10
48,Human vs Advanced,Human,54,6
30,Human vs Advanced,Human,45,15
33,Human vs Advanced,Human,46,13
40,Human vs Advanced,Human,47,7
32,Human vs Advanced,Human,39,7
43,Human vs Advanced,Human,51,8
36,Human vs Advanced,Human,46,10
38,Human vs Advanced,Human,48,10
41,Human vs Advanced,Human,47,6
42,Human vs Advanced,Human,50,8
31,Human vs Advanced,Human,50,19
44,Human vs Advanced,Human,49,5
29,Human vs Advanced,Human,35,6
42,Human vs Advanced,Human,50,8
33,Human vs Advanced,Human,42,9
38,Human vs Advanced,Human,45,7
39,Human vs Advanced,Human,48,9
26,Human vs Advanced,Human,40,14
34,Human vs Advanced,Human,47,13
42,Human vs Advanced,Human,50,8
42,Human vs Advanced,Human,49,7
28,Human vs Advanced,Human,41,13
19,Human vs Advanced,Human,44,25
38,Human vs Advanced,Human,49,11
38,Human vs Advanced,Human,48,10
36,Human vs Advanced,Human,45,9
41,Human vs Advanced,Human,52,11
38,Human vs Advanced,Human,47,9
39,Human vs Advanced,Human,46,7
39,Human vs Advanced,Human,45,6
28,Human vs Advanced,Human,36,8
36,Human vs Advanced,Human,49,13
37,Human vs Advanced,Human,46,9
45,Human vs Advanced,Human,46,1
44,Human vs Advanced,Human,51,7
37,Human vs Advanced,Human,41,4
32,Human vs Advanced,Human,42,10
45,Human vs Advanced,Human,50,5
27,Human vs Advanced,Human,45,18
46,Human vs Advanced,Human,50,4
27,Human vs Advanced,Human,41,14
46,Human vs Advanced,Human,51,5
47,Human vs Advanced,Human,52,5
46,Human vs Advanced,Human,52,6
42,Human vs Advanced,Human,48,6
37,Human vs Advanced,Human,44,7
36,Human vs Advanced,Human,44,8
46,Human vs Advanced,Human,49,3
36,Human vs Advanced,Human,40,4
53,Human vs Advanced,Human,60,7
50,Human vs Advanced,Human,54,4
54,Human vs Advanced,Human,55,1
34,Human vs Advanced,Human,46,12
38,Human vs Advanced,Human,47,9
54,Human vs Advanced,Human,59,5
44,Human vs Advanced,Human,53,9
45,Human vs Advanced,Human,48,3
33,Human vs Advanced,Human,44,11
36,Human vs Advanced,Human,47,11
35,Human vs Advanced,Human,49,14
35,Human vs Advanced,Human,49,14
46,Human vs Advanced,Human,49,3
15,Human vs Advanced,Human,37,22
27,Human vs Advanced,Human,40,13
39,Human vs Advanced,Human,45,6
42,Human vs Advanced,Human,50,8
45,Human vs Advanced,Human,50,5
36,Human vs Advanced,Human,40,4
31,Human vs Advanced,Human,48,17
39,Human vs Advanced,Human,46,7
41,Human vs Advanced,Human,49,8
32,Human vs Advanced,Human,42,10
33,Human vs Advanced,Human,41,8
40,Human vs Advanced,Human,51,11
43,Human vs Advanced,Human,55,12
38,Human vs Advanced,Human,49,11
50,Human vs Advanced,Human,57,7
27,Human vs Advanced,Human,45,18
47,Human vs Advanced,Human,49,2
41,Human vs Advanced,Human,49,8
48,Human vs Advanced,Human,50,2
53,Human vs Advanced,Human,55,2
41,Human vs Advanced,Human,47,6
37,Human vs Advanced,Human,45,8
43,Human vs Advanced,Human,49,6
43,Human vs Advanced,Human,49,6
41,Human vs Advanced,Human,49,8
30,Human vs Advanced,Human,40,10
31,Human vs Advanced,Human,45,14
47,Human vs Advanced,Human,48,1
42,Human vs Advanced,Human,52,10
49,Human vs Advanced,Human,54,5
45,Human vs Advanced,Human,46,1
39,Human vs Advanced,Human,49,10
32,Human vs Advanced,Human,42,10
34,Human vs Advanced,Human,48,14
39,Human vs Advanced,Human,47,8
51,Human vs Advanced,Human,53,2
49,Human vs Advanced,Human,52,3
32,Human vs Advanced,Human,45,13
38,Human vs Advanced,Human,46,8
32,Human vs Advanced,Human,40,8
48,Human vs Advanced,Human,49,1
41,Human vs Advanced,Human,47,6
49,Human vs Advanced,Human,55,6
29,Human vs Advanced,Human,38,9
54,Human vs Advanced,Human,59,5
37,Human vs Advanced,Human,44,7
39,Human vs Advanced,Human,44,5
34,Human vs Advanced,Human,44,10
25,Human vs Advanced,Human,46,21
46,Human vs Advanced,Human,52,6
39,Human vs Advanced,Human,41,2
42,Human vs Advanced,Human,45,3
46,Human vs Advanced,Human,49,3
35,Human vs Advanced,Human,47,12
49,Human vs Advanced,Human,52,3
26,Human vs Advanced,Human,43,17
43,Human vs Advanced,Human,46,3
31,Human vs Advanced,Human,42,11
45,Human vs Advanced,Human,51,6
41,Human vs Advanced,Human,48,7
48,Human vs Advanced,Human,53,5
51,Human vs Advanced,Human,54,3
50,Human vs Advanced,Human,58,8
48,Human vs Advanced,Human,56,8
31,Human vs Advanced,Human,46,15
35,Human vs Advanced,Human,46,11
59,Human vs Advanced,Human,62,3
19,Human vs Advanced,Human,35,16
46,Human vs Advanced,Human,52,6
28,Human vs Advanced,Human,38,10
42,Human vs Advanced,Human,50,8
37,Human vs Advanced,Human,42,5
46,Human vs Advanced,Human,49,3
39,Human vs Advanced,Human,45,6
36,Human vs Advanced,Human,48,12
41,Human vs Advanced,Human,50,9
29,Human vs Advanced,Human,43,14
41,Human vs Advanced,Human,51,10
38,Human vs Advanced,Human,46,8
28,Human vs Advanced,Human,39,11
45,Human vs Advanced,Human,50,5
33,Human vs Advanced,Human,39,6
37,Human vs Advanced,Human,44,7
35,Human vs Advanced,Human,43,8
39,Human vs Advanced,Human,52,13
43,Human vs Advanced,Human,52,9
25,Human vs Advanced,Human,42,17
44,Human vs Advanced,Human,48,4
33,Human vs Advanced,Human,43,10
43,Human vs Advanced,Human,47,4
23,Human vs Advanced,Human,38,15
44,Human vs Advanced,Human,48,4
34,Human vs Advanced,Human,47,13
30,Human vs Advanced,Human,45,15
38,Human vs Advanced,Human,45,7
38,Human vs Advanced,Human,47,9
41,Human vs Advanced,Human,50,9
51,Human vs Advanced,Human,60,9
41,Human vs Advanced,Human,46,5
50,Human vs Advanced,Human,54,4
26,Human vs Advanced,Human,40,14
45,Human vs Advanced,Human,50,5
37,Human vs Advanced,Human,47,10
54,Human vs Advanced,Human,60,6
26,Human vs Advanced,Human,40,14
31,Human vs Advanced,Human,43,12
36,Human vs Advanced,Human,46,10
45,Human vs Advanced,Human,53,8
32,Human vs Advanced,Human,45,13
41,Human vs Advanced,Human,55,14
38,Human vs Advanced,Human,43,5
42,Human vs Advanced,Human,42,0
47,Human vs Advanced,Human,52,5
27,Human vs Advanced,Human,40,13
42,Human vs Advanced,Human,52,10
46,Human vs Advanced,Human,48,2
41,Human vs Advanced,Human,49,8
42,Human vs Advanced,Human,50,8
40,Human vs Advanced,Human,53,13
44,Human vs Advanced,Human,47,3
44,Human vs Advanced,Human,50,6
39,Human vs Advanced,Human,46,7
23,Human vs Advanced,Human,39,16
43,Human vs Advanced,Human,50,7
36,Human vs Advanced,Human,49,13
44,Human vs Advanced,Human,49,5
46,Human vs Advanced,Human,52,6
56,Human vs Advanced,Human,59,3
38,Human vs Advanced,Human,46,8
46,Human vs Advanced,Human,52,6
49,Human vs Advanced,Human,54,5
44,Human vs Advanced,Human,52,8
24,Human vs Advanced,Human,35,11
25,Human vs Advanced,Human,41,16
22,Human vs Advanced,Human,40,18
36,Human vs Advanced,Human,48,12
39,Human vs Advanced,Human,50,11
27,Human vs Advanced,Human,42,15
43,Human vs Advanced,Human,52,9
46,Human vs Advanced,Human,50,4
59,Human vs Advanced,Human,60,1
32,Human vs Advanced,Human,46,14
34,Human vs Advanced,Human,51,17
50,Human vs Advanced,Human,54,4
47,Human vs Advanced,Human,48,1
35,Human vs Advanced,Human,51,16
42,Human vs Advanced,Human,46,4
35,Human vs Advanced,Human,45,10
30,Human vs Advanced,Human,43,13
39,Human vs Advanced,Human,54,15
43,Human vs Advanced,Human,48,5
38,Human vs Advanced,Human,43,5
49,Human vs Advanced,Human,54,5
41,Human vs Advanced,Human,49,8
49,Human vs Advanced,Human,54,5
37,Human vs Advanced,Human,47,10
44,Human vs Advanced,Human,51,7
22,Human vs Advanced,Human,35,13
39,Human vs Advanced,Human,47,8
39,Human vs Advanced,Human,45,6
33,Human vs Advanced,Human,46,13
48,Human vs Advanced,Human,50,2
42,Human vs Advanced,Human,50,8
38,Human vs Advanced,Human,50,12
35,Human vs Advanced,Human,42,7
48,Human vs Advanced,Human,53,5
28,Human vs Advanced,Human,42,14
47,Human vs Advanced,Human,49,2
38,Human vs Advanced,Human,47,9
42,Human vs Advanced,Human,46,4
48,Human vs Advanced,Human,53,5
42,Human vs Advanced,Human,48,6
43,Human vs Advanced,Human,51,8
37,Human vs Advanced,Human,46,9
35,Human vs Advanced,Human,46,11
38,Human vs Advanced,Human,50,12
45,Human vs Advanced,Human,48,3
43,Human vs Advanced,Human,49,6
35,Human vs Advanced,Human,49,14
42,Human vs Advanced,Human,50,8
35,Human vs Advanced,Human,47,12
56,Human vs Advanced,Human,60,4
39,Human vs Advanced,Human,55,16
43,Human vs Advanced,Human,51,8
36,Human vs Advanced,Human,43,7
37,Human vs Advanced,Human,47,10
42,Human vs Advanced,Human,47,5
40,Human vs Advanced,Human,43,3
43,Human vs Advanced,Human,49,6
37,Human vs Advanced,Human,51,14
39,Human vs Advanced,Human,45,6
43,Human vs Advanced,Human,43,0
38,Human vs Advanced,Human,43,5
40,Human vs Advanced,Human,49,9
48,Human vs Advanced,Human,52,4
33,Human vs Advanced,Human,43,10
54,Human vs Advanced,Human,59,5
47,Human vs Advanced,Human,52,5
56,Human vs Advanced,Human,59,3
38,Human vs Advanced,Human,49,11
35,Human vs Advanced,Human,45,10
50,Human vs Advanced,Human,51,1
41,Human vs Advanced,Human,52,11
41,Human vs Advanced,Human,47,6
48,Human vs Advanced,Human,52,4
32,Human vs Advanced,Human,40,8
45,Human vs Advanced,Human,56,11
53,Human vs Advanced,Human,56,3
51,Human vs Advanced,Human,58,7
43,Human vs Advanced,Human,47,4
33,Human vs Advanced,Human,40,7
41,Human vs Advanced,Human,46,5
40,Human vs Advanced,Human,49,9
39,Human vs Advanced,Human,48,9
41,Human vs Advanced,Human,46,5
29,Human vs Advanced,Human,42,13
41,Human vs Advanced,Human,48,7
29,Human vs Advanced,Human,41,12
49,Human vs Advanced,Human,56,7
36,Human vs Advanced,Human,45,9
46,Human vs Advanced,Human,50,4
56,Human vs Advanced,Human,62,6
38,Human vs Advanced,Human,48,10
29,Human vs Advanced,Human,40,11
23,Human vs Advanced,Human,39,16
36,Human vs Advanced,Human,48,12
43,Human vs Advanced,Human,52,9
54,Human vs Advanced,Human,59,5
38,Human vs Advanced,Human,45,7
39,Human vs Advanced,Human,47,8
41,Human vs Advanced,Human,45,4
33,Human vs Advanced,Human,44,11
34,Human vs Advanced,Human,54,20
40,Human vs Advanced,Human,49,9
36,Human vs Advanced,Human,46,10
47,Human vs Advanced,Human,56,9
39,Human vs Advanced,Human,40,1
29,Human vs Advanced,Human,40,11
52,Human vs Advanced,Human,59,7
40,Human vs Advanced,Human,46,6
47,Human vs Advanced,Human,56,9
46,Human vs Advanced,Human,51,5
37,Human vs Advanced,Human,41,4
26,Human vs Advanced,Human,40,14
28,Human vs Advanced,Human,44,16
45,Human vs Advanced,Human,49,4
34,Human vs Advanced,Human,46,12
42,Human vs Advanced,Human,48,6
28,Human vs Advanced,Human,39,11
44,Human vs Advanced,Human,51,7
47,Human vs Advanced,Human,51,4
37,Human vs Advanced,Human,45,8
42,Human vs Advanced,Human,53,11
27,Human vs Advanced,Human,40,13
45,Human vs Advanced,Human,50,5
38,Human vs Advanced,Human,51,13
55,Human vs Advanced,Human,61,6
47,Human vs Advanced,Human,48,1
43,Human vs Advanced,Human,45,2
34,Human vs Advanced,Human,44,10
40,Human vs Advanced,Human,47,7
34,Human vs Advanced,Human,44,10
26,Human vs Advanced,Human,39,13
50,Human vs Advanced,Human,52,2
32,Human vs Advanced,Human,37,5
44,Human vs Advanced,Human,50,6
46,Human vs Advanced,Human,50,4
41,Human vs Advanced,Human,50,9
29,Human vs Advanced,Human,43,14
25,Human vs Advanced,Human,39,14
32,Human vs Advanced,Human,44,12
39,Human vs Advanced,Human,50,11
30,Human vs Advanced,Human,39,9
41,Human vs Advanced,Human,48,7
54,Human vs Advanced,Human,58,4
41,Human vs Advanced,Human,46,5
52,Human vs Advanced,Human,57,5
46,Human vs Advanced,Human,50,4
42,Human vs Advanced,Human,48,6
40,Human vs Advanced,Human,46,6
27,Human vs Advanced,Human,46,19
34,Human vs Advanced,Human,45,11
32,Human vs Advanced,Human,38,6
34,Human vs Advanced,Human,44,10
38,Human vs Advanced,Human,47,9
39,Human vs Advanced,Human,52,13
30,Human vs Advanced,Human,42,12
40,Human vs Advanced,Human,49,9
37,Human vs Advanced,Human,44,7
34,Human vs Advanced,Human,43,9
53,Human vs Advanced,Human,54,1
33,Human vs Advanced,Human,47,14
24,Human vs Advanced,Human,38,14
24,Human vs Advanced,Human,44,20
32,Human vs Advanced,Human,44,12
51,Human vs Advanced,Human,56,5
35,Human vs Advanced,Human,48,13
36,Human vs Advanced,Human,42,6
42,Human vs Advanced,Human,43,1
35,Human vs Advanced,Human,41,6
55,Human vs Advanced,Human,59,4
39,Human vs Advanced,Human,47,8
27,Human vs Advanced,Human,40,13
37,Human vs Advanced,Human,45,8
43,Human vs Advanced,Human,54,11
40,Human vs Advanced,Human,49,9
54,Human vs Advanced,Human,57,3
36,Human vs Advanced,Human,48,12
44,Human vs Advanced,Human,49,5
32,Human vs Advanced,Human,43,11
39,Human vs Advanced,Human,45,6
45,Human vs Advanced,Human,50,5
50,Human vs Advanced,Human,55,5
43,Human vs Advanced,Human,50,7
46,Human vs Advanced,Human,50,4
37,Human vs Advanced,Human,46,9
49,Human vs Advanced,Human,56,7
25,Human vs Advanced,Human,45,20
28,Human vs Advanced,Human,38,10
38,Human vs Advanced,Human,43,5
39,Human vs Advanced,Human,47,8
29,Human vs Advanced,Human,41,12
40,Human vs Advanced,Human,47,7
43,Human vs Advanced,Human,48,5
42,Human vs Advanced,Human,48,6
36,Human vs Advanced,Human,47,11
48,Human vs Advanced,Human,51,3
39,Human vs Advanced,Human,48,9
38,Human vs Advanced,Human,45,7
59,Human vs Advanced,Human,60,1
41,Human vs Advanced,Human,45,4
53,Human vs Advanced,Human,57,4
40,Human vs Advanced,Human,48,8
58,Human vs Advanced,Human,59,1
35,Human vs Advanced,Human,40,5
42,Human vs Advanced,Human,47,5
33,Human vs Advanced,Human,49,16
43,Human vs Advanced,Human,50,7
33,Human vs Advanced,Human,43,10
34,Human vs Advanced,Human,42,8
37,Human vs Advanced,Human,38,1
44,Human vs Advanced,Human,49,5
53,Human vs Advanced,Human,58,5
24,Human vs Advanced,Human,42,18
48,Human vs Advanced,Human,50,2
45,Human vs Advanced,Human,50,5
38,Human vs Advanced,Human,46,8
35,Human vs Advanced,Human,47,12
47,Human vs Advanced,Human,51,4
39,Human vs Advanced,Human,48,9
35,Human vs Advanced,Human,46,11
47,Human vs Advanced,Human,55,8
31,Human vs Advanced,Human,39,8
44,Human vs Advanced,Human,51,7
41,Human vs Advanced,Human,48,7
34,Human vs Advanced,Human,43,9
43,Human vs Advanced,Human,47,4
9,Human vs Random,Random,41,32
7,Human vs Random,Human,36,29
10,Human vs Random,Human,41,31
11,Human vs Random,Human,38,27
3,Human vs Random,Human,37,34
8,Human vs Random,Human,39,31
7,Human vs Random,Human,35,28
6,Human vs Random,Human,37,31
5,Human vs Random,Human,40,35
2,Human vs Random,Human,34,32
2,Human vs Random,Human,36,34
13,Human vs Random,Human,39,26
9,Human vs Random,Human,39,30
2,Human vs Random,Random,36,34
6,Human vs Random,Human,40,34
1,Human vs Random,Random,35,34
6,Human vs Random,Human,35,29
13,Human vs Random,Random,41,28
5,Human vs Random,Human,33,28
8,Human vs Random,Random,39,31
7,Human vs Random,Random,37,30
2,Human vs Random,Human,33,31
8,Human vs Random,Random,40,32
11,Human vs Random,Random,36,25
1,Human vs Random,Human,35,34
5,Human vs Random,Human,37,32
1,Human vs Random,Human,35,34
12,Human vs Random,Random,40,28
5,Human vs Random,Random,38,33
0,Human vs Random,No one,36,36
5,Human vs Random,Random,34,29
12,Human vs Random,Human,39,27
4,Human vs Random,Human,36,32
8,Human vs Random,Human,33,25
5,Human vs Random,Random,34,29
5,Human vs Random,Random,40,35
9,Human vs Random,Random,37,28
10,Human vs Random,Human,33,23
16,Human vs Random,Human,42,26
8,Human vs Random,Random,37,29
15,Human vs Random,Human,42,27
18,Human vs Random,Random,44,26
1,Human vs Random,Human,35,34
9,Human vs Random,Random,37,28
6,Human vs Random,Human,37,31
20,Human vs Random,Random,43,23
8,Human vs Random,Human,37,29
0,Human vs Random,No one,33,33
5,Human vs Random,Random,39,34
9,Human vs Random,Random,39,30
5,Human vs Random,Random,36,31
8,Human vs Random,Random,35,27
10,Human vs Random,Random,39,29
14,Human vs Random,Random,40,26
15,Human vs Random,Human,41,26
4,Human vs Random,Human,36,32
6,Human vs Random,Human,35,29
4,Human vs Random,Human,31,27
15,Human vs Random,Human,44,29
8,Human vs Random,Human,36,28
2,Human vs Random,Human,34,32
3,Human vs Random,Human,33,30
5,Human vs Random,Random,36,31
2,Human vs Random,Human,33,31
8,Human vs Random,Human,36,28
4,Human vs Random,Human,36,32
7,Human vs Random,Human,39,32
2,Human vs Random,Random,35,33
7,Human vs Random,Random,39,32
2,Human vs Random,Random,32,30
4,Human vs Random,Random,37,33
1,Human vs Random,Human,33,32
7,Human vs Random,Human,41,34
7,Human vs Random,Random,39,32
1,Human vs Random,Random,30,29
4,Human vs Random,Random,36,32
8,Human vs Random,Human,40,32
1,Human vs Random,Random,34,33
2,Human vs Random,Random,34,32
3,Human vs Random,Random,31,28
9,Human vs Random,Human,36,27
12,Human vs Random,Random,39,27
4,Human vs Random,Random,35,31
7,Human vs Random,Human,38,31
3,Human vs Random,Human,38,35
0,Human vs Random,No one,34,34
4,Human vs Random,Random,38,34
7,Human vs Random,Human,41,34
8,Human vs Random,Random,37,29
2,Human vs Random,Random,37,35
14,Human vs Random,Human,40,26
1,Human vs Random,Human,31,30
3,Human vs Random,Random,30,27
8,Human vs Random,Random,36,28
2,Human vs Random,Random,32,30
4,Human vs Random,Random,34,30
12,Human vs Random,Random,38,26
5,Human vs Random,Random,34,29
8,Human vs Random,Human,37,29
18,Human vs Random,Random,45,27
15,Human vs Random,Human,41,26
6,Human vs Random,Human,34,28
12,Human vs Random,Random,42,30
1,Human vs Random,Random,34,33
2,Human vs Random,Human,34,32
17,Human vs Random,Human,39,22
5,Human vs Random,Random,34,29
3,Human vs Random,Human,31,28
3,Human vs Random,Human,35,32
0,Human vs Random,No one,31,31
6,Human vs Random,Random,34,28
12,Human vs Random,Random,41,29
8,Human vs Random,Human,39,31
0,Human vs Random,No one,36,36
6,Human vs Random,Random,33,27
11,Human vs Random,Random,40,29
5,Human vs Random,Random,33,28
5,Human vs Random,Random,34,29
8,Human vs Random,Human,43,35
2,Human vs Random,Human,33,31
3,Human vs Random,Human,37,34
5,Human vs Random,Random,36,31
4,Human vs Random,Random,33,29
3,Human vs Random,Human,33,30
8,Human vs Random,Human,38,30
23,Human vs Random,Random,42,19
8,Human vs Random,Random,36,28
0,Human vs Random,No one,35,35
11,Human vs Random,Random,40,29
6,Human vs Random,Random,37,31
6,Human vs Random,Human,32,26
6,Human vs Random,Human,36,30
24,Human vs Random,Human,46,22
5,Human vs Random,Random,35,30
4,Human vs Random,Human,34,30
16,Human vs Random,Human,42,26
2,Human vs Random,Human,34,32
5,Human vs Random,Human,35,30
13,Human vs Random,Random,41,28
8,Human vs Random,Random,40,32
8,Human vs Random,Human,40,32
3,Human vs Random,Random,33,30
1,Human vs Random,Random,37,36
18,Human vs Random,Human,44,26
12,Human vs Random,Human,41,29
9,Human vs Random,Random,37,28
0,Human vs Random,No one,33,33
9,Human vs Random,Human,37,28
0,Human vs Random,No one,31,31
14,Human vs Random,Human,43,29
6,Human vs Random,Random,36,30
8,Human vs Random,Human,38,30
6,Human vs Random,Random,38,32
2,Human vs Random,Random,34,32
2,Human vs Random,Random,35,33
0,Human vs Random,No one,33,33
6,Human vs Random,Random,38,32
6,Human vs Random,Human,34,28
8,Human vs Random,Human,35,27
4,Human vs Random,Human,36,32
7,Human vs Random,Random,34,27
2,Human vs Random,Random,34,32
5,Human vs Random,Random,31,26
4,Human vs Random,Human,34,30
10,Human vs Random,Random,38,28
2,Human vs Random,Human,35,33
6,Human vs Random,Random,35,29
2,Human vs Random,Random,34,32
1,Human vs Random,Human,33,32
6,Human vs Random,Random,34,28
14,Human vs Random,Human,42,28
5,Human vs Random,Random,37,32
5,Human vs Random,Human,34,29
6,Human vs Random,Random,38,32
5,Human vs Random,Random,36,31
7,Human vs Random,Human,38,31
3,Human vs Random,Random,34,31
4,Human vs Random,Random,35,31
5,Human vs Random,Human,40,35
7,Human vs Random,Random,40,33
1,Human vs Random,Human,34,33
15,Human vs Random,Random,40,25
7,Human vs Random,Random,39,32
0,Human vs Random,No one,38,38
8,Human vs Random,Random,39,31
5,Human vs Random,Random,38,33
5,Human vs Random,Random,33,28
11,Human vs Random,Human,38,27
8,Human vs Random,Human,36,28
9,Human vs Random,Random,37,28
0,Human vs Random,No one,33,33
6,Human vs Random,Random,35,29
16,Human vs Random,Human,45,29
2,Human vs Random,Human,36,34
2,Human vs Random,Random,31,29
7,Human vs Random,Human,36,29
1,Human vs Random,Human,34,33
1,Human vs Random,Human,36,35
12,Human vs Random,Random,37,25
3,Human vs Random,Random,38,35
1,Human vs Random,Human,33,32
16,Human vs Random,Random,38,22
5,Human vs Random,Random,34,29
1,Human vs Random,Human,35,34
9,Human vs Random,Random,34,25
18,Human vs Random,Random,42,24
4,Human vs Random,Human,37,33
14,Human vs Random,Random,40,26
8,Human vs Random,Human,40,32
8,Human vs Random,Random,35,27
2,Human vs Random,Random,32,30
19,Human vs Random,Random,43,24
2,Human vs Random,Random,37,35
5,Human vs Random,Random,36,31
3,Human vs Random,Random,35,32
12,Human vs Random,Random,37,25
3,Human vs Random,Random,34,31
10,Human vs Random,Random,37,27
4,Human vs Random,Human,30,26
4,Human vs Random,Random,37,33
9,Human vs Random,Random,41,32
0,Human vs Random,No one,35,35
2,Human vs Random,Human,34,32
7,Human vs Random,Human,38,31
5,Human vs Random,Random,36,31
0,Human vs Random,No one,38,38
8,Human vs Random,Random,39,31
12,Human vs Random,Random,37,25
12,Human vs Random,Random,40,28
3,Human vs Random,Random,37,34
3,Human vs Random,Human,32,29
1,Human vs Random,Random,32,31
4,Human vs Random,Human,32,28
9,Human vs Random,Human,36,27
1,Human vs Random,Random,35,34
2,Human vs Random,Human,30,28
8,Human vs Random,Random,33,25
5,Human vs Random,Human,36,31
10,Human vs Random,Human,39,29
12,Human vs Random,Random,38,26
10,Human vs Random,Human,36,26
